Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
w0_d2_StatueJS_09896602	c	"Ugh whatever."	game/scripts/orientation/w0_d2 choices/w0_d2_StatueJS.rpy	7	c "[what]"
w0_d2_StatueJS_1d7462da	c	"You guys need to be more knowledgeable, though, it’s embarrassing."	game/scripts/orientation/w0_d2 choices/w0_d2_StatueJS.rpy	8	c "[what]"
w0_d2_StatueJS_013b0165	js	"That is ridiculous, why do you even know that?"	game/scripts/orientation/w0_d2 choices/w0_d2_StatueJS.rpy	9	js "[what]"
w0_d2_StatueJS_cdf08f93	c	"Who doesn’t know that?"	game/scripts/orientation/w0_d2 choices/w0_d2_StatueJS.rpy	10	c "[what]"
w0_d2_StatueJS_3cc338dc	c	"Have you ever taken a history class?"	game/scripts/orientation/w0_d2 choices/w0_d2_StatueJS.rpy	11	c "[what]"
w0_d2_StatueJS_f1a98b84	js	"Yes I have!"	game/scripts/orientation/w0_d2 choices/w0_d2_StatueJS.rpy	12	js "[what]"
w0_d2_StatueJS_e1b3b6f8	js	"You are being so mean right now, C++, there’s no need to be nasty!"	game/scripts/orientation/w0_d2 choices/w0_d2_StatueJS.rpy	13	js "[what]"
w0_d2_StatueJS_fe48be65	js	"I bet you’re just mad because [mc] doesn’t agree with you."	game/scripts/orientation/w0_d2 choices/w0_d2_StatueJS.rpy	14	js "[what]"
w0_d2_StatueJS_ccc5fc5d	c	"Well [mc] is only agreeing with you because he thinks you’re cute."	game/scripts/orientation/w0_d2 choices/w0_d2_StatueJS.rpy	15	c "[what]"
w0_d2_StatueJS_0b415fbb	mc	{i}Flustered{/i} "Whoa whoa whoa, I never said that."	game/scripts/orientation/w0_d2 choices/w0_d2_StatueJS.rpy	16	mc "[what]"
w0_d2_CuteJS_c01c2d3a	js	"Hm, so do you think I’m cute?"	game/scripts/orientation/w0_d2 choices/w0_d2_StatueJS.rpy	19	js "[what]" nointeract
w0_d2_CuteJS_be6305d6	mc	{i}Flustered{/i}	game/scripts/orientation/w0_d2 choices/w0_d2_StatueJS.rpy	23	mc "[what]"
w0_d2_CuteJS_bdccc1f2	mc	"Well... that’s not exactly what I was saying..."	game/scripts/orientation/w0_d2 choices/w0_d2_StatueJS.rpy	24	mc "[what]"
w0_d2_CuteJS_ca9756d1	mc	"But, I do think you’re kind of cute."	game/scripts/orientation/w0_d2 choices/w0_d2_StatueJS.rpy	25	mc "[what]"
w0_d2_CuteJS_3c6f56ed	js	{i}Blushes{/i} "Well that makes sense…"	game/scripts/orientation/w0_d2 choices/w0_d2_StatueJS.rpy	26	js "[what]"
w0_d2_CuteJS_688e476e	c	"Ugh I knew it!"	game/scripts/orientation/w0_d2 choices/w0_d2_StatueJS.rpy	27	c "[what]"
w0_d2_CuteJS_4e0799d0	c	"So typical of boys to only care about looks."	game/scripts/orientation/w0_d2 choices/w0_d2_StatueJS.rpy	28	c "[what]"
w0_d2_CuteJS_613a2db4	c	"JavaScript, don’t think you’re right just because this guy agrees with you!"	game/scripts/orientation/w0_d2 choices/w0_d2_StatueJS.rpy	29	c "[what]"
w0_d2_CuteJS_0b0dfb98	js	"And what would you know about being right?"	game/scripts/orientation/w0_d2 choices/w0_d2_StatueJS.rpy	30	js "[what]"
w0_d2_CuteJS_a8005b65	js	"You’re just mad because he didn’t take your side!"	game/scripts/orientation/w0_d2 choices/w0_d2_StatueJS.rpy	31	js "[what]"
w0_d2_CuteJS_935cdd9b	c	"I wouldn’t want someone so superficial to agree with me anyway!"	game/scripts/orientation/w0_d2 choices/w0_d2_StatueJS.rpy	32	c "[what]"
w0_d2_CuteJS_d6630f43	mc	"Woah, I’m not superficial, I just think--"	game/scripts/orientation/w0_d2 choices/w0_d2_StatueJS.rpy	33	mc "[what]"
w0_d2_CuteJS_c53dd988	mc	"Alright, don’t go fishing for a compliment just because I agreed with you..."	game/scripts/orientation/w0_d2 choices/w0_d2_StatueJS.rpy	37	mc "[what]"
w0_d2_CuteJS_ca9da1f0	mc	"I agree that Python shouldn’t go around calling statues cool without knowing what they represent."	game/scripts/orientation/w0_d2 choices/w0_d2_StatueJS.rpy	38	mc "[what]"
w0_d2_CuteJS_f3a61117	mc	"That's it."	game/scripts/orientation/w0_d2 choices/w0_d2_StatueJS.rpy	39	mc "[what]"
w0_d2_CuteJS_b161e834	js	"So you think I'm ugly!?"	game/scripts/orientation/w0_d2 choices/w0_d2_StatueJS.rpy	40	js "[what]"
w0_d2_CuteJS_30ec3149	mc	"I-"	game/scripts/orientation/w0_d2 choices/w0_d2_StatueJS.rpy	41	mc "[what]"
w0_d2_CuteJS_87d9efa9	c	"Why are you begging for his attention, JavaScript?"	game/scripts/orientation/w0_d2 choices/w0_d2_StatueJS.rpy	42	c "[what]"
w0_d2_CuteJS_43e37bf6	c	"This isn’t about you, it’s about the statue."	game/scripts/orientation/w0_d2 choices/w0_d2_StatueJS.rpy	43	c "[what]"
w0_d2_CuteJS_f2a17c7c	c	"Or did you forget what you were so mad about already?"	game/scripts/orientation/w0_d2 choices/w0_d2_StatueJS.rpy	44	c "[what]"
w0_d2_CuteJS_58e810de	js	"Listen, know it all, no one asked you for your input in the first place."	game/scripts/orientation/w0_d2 choices/w0_d2_StatueJS.rpy	45	js "[what]"
w0_d2_CuteJS_01c9fe79	js	"You’re just mad because he didn’t take your side."	game/scripts/orientation/w0_d2 choices/w0_d2_StatueJS.rpy	46	js "[what]"
w0_d2_CuteJS_f0d810ac	c	"At least he doesn’t think I’m ugly..."	game/scripts/orientation/w0_d2 choices/w0_d2_StatueJS.rpy	47	c "[what]"
w0_d2_CuteJS_2058f206	js	"Excuse me!?"	game/scripts/orientation/w0_d2 choices/w0_d2_StatueJS.rpy	48	js "[what]"
w0_d2_CuteJS_6dca7102	mc	"I never said-"	game/scripts/orientation/w0_d2 choices/w0_d2_StatueJS.rpy	49	mc "[what]"
w0_d2_StatueSexist_29f57122	p	"Everyone just shut up!"	game/scripts/orientation/w0_d2 choices/w0_d2_StatueSexist.rpy	2	p "[what]"
w0_d2_StatueSexist_de5c7005	p	"It’s not that important and you’re talking over the tour guide!"	game/scripts/orientation/w0_d2 choices/w0_d2_StatueSexist.rpy	3	p "[what]"
w0_d2_StatueSexist_d7eaa563	p	"[mc] was just having an opinion about the statue."	game/scripts/orientation/w0_d2 choices/w0_d2_StatueSexist.rpy	4	p "[what]"
w0_d2_StatueSexistC_3274c5c5	p	"He didn’t say that anybody was hot or ugly, so let’s all just relax."	game/scripts/orientation/w0_d2 choices/w0_d2_StatueSexist.rpy	7	p "[what]" nointeract
w0_d2_StatueSexistC_d5452aff	mc	"Look sweetheart, I don’t need your help here."	game/scripts/orientation/w0_d2 choices/w0_d2_StatueSexist.rpy	13	mc "[what]"
w0_d2_StatueSexistC_b31d8377	p	"I'M SORRY WHAT!?"	game/scripts/orientation/w0_d2 choices/w0_d2_StatueSexist.rpy	14	p "[what]"
w0_d2_StatueSexistC_1a497fe0	js	"There is no way you just said that."	game/scripts/orientation/w0_d2 choices/w0_d2_StatueSexist.rpy	15	js "[what]"
w0_d2_StatueSexistC_77bf8c0e	c	"Please shut up."	game/scripts/orientation/w0_d2 choices/w0_d2_StatueSexist.rpy	16	c "[what]"
w0_d2_StatueSexistC_b1bc45d5	mc	"Thank you, Python."	game/scripts/orientation/w0_d2 choices/w0_d2_StatueSexist.rpy	19	mc "[what]"
w0_d2_StatueSexistC_1a2a0310	mc	"I wasn’t trying to step on any toes."	game/scripts/orientation/w0_d2 choices/w0_d2_StatueSexist.rpy	20	mc "[what]"
w0_d2_StatueSexistC_4f0bbe19	bsl	"Uh... I am not a tour guide, I am just the leader of our breakout session."	game/scripts/orientation/w0_d2 choices/w0_d2_StatueSexist.rpy	22	bsl "[what]"
w0_d2_StatueSexistC_8da4dfe8	bsl	"Which you guys have really been interrupting."	game/scripts/orientation/w0_d2 choices/w0_d2_StatueSexist.rpy	23	bsl "[what]"
w0_d2_StatueSexistC_81f0ebd4	bsl	"Could you try to keep it down?"	game/scripts/orientation/w0_d2 choices/w0_d2_StatueSexist.rpy	24	bsl "[what]"
w0_d2_StatueSexistC_b43e4839	mc	"Sorry..."	game/scripts/orientation/w0_d2 choices/w0_d2_StatueSexist.rpy	25	mc "[what]"
w0_d2_8fb83064		{i}You wake up in your room and look at the clock.{/i}	game/scripts/orientation/w0_d2.rpy	3	"[what]"
w0_d2_cea96167		{i}It's 9:30AM, orientation started 15 minutes ago.{/i}	game/scripts/orientation/w0_d2.rpy	4	"[what]"
w0_d2_361cf6d6	mc	WHAT THE HELL?!?!?	game/scripts/orientation/w0_d2.rpy	5	mc "[what]"
w0_d2_7da72ac8	mc	WHY DIDN’T MY ALARM GO OFF?	game/scripts/orientation/w0_d2.rpy	6	mc "[what]"
w0_d2_34f6e46e	mc	Where’s my phone? No no no, please don’t be dead.	game/scripts/orientation/w0_d2.rpy	7	mc "[what]"
w0_d2_9a799943		{i}You check your phone{/i}	game/scripts/orientation/w0_d2.rpy	8	"[what]"
w0_d2_19c0bbc9	mc	Shoot, it’s dead.	game/scripts/orientation/w0_d2.rpy	9	mc "[what]"
w0_d2_9f0fb0f3	mc	Great, it’s not even the first day, and I already messed up.	game/scripts/orientation/w0_d2.rpy	11	mc "[what]"
w0_d2_0725d31e	mc	Who stays up so late the night before the first day of orientation???	game/scripts/orientation/w0_d2.rpy	12	mc "[what]"
w0_d2_b603fa46	mc	I should just go back home, I’m not gonna succeed here…	game/scripts/orientation/w0_d2.rpy	14	mc "[what]"
w0_d2_7bd624e8	mc	What was I thinking???	game/scripts/orientation/w0_d2.rpy	15	mc "[what]"
w0_d2_f367f260	mc	What kind of excuse can I come up with...	game/scripts/orientation/w0_d2.rpy	17	mc "[what]"
w0_d2_d33a108e	mc	I was sick? Family emergency? My car wouldn’t start?	game/scripts/orientation/w0_d2.rpy	18	mc "[what]"
w0_d2_e02a82aa		{i}You turn the key and the car struggles to start{/i}	game/scripts/orientation/w0_d2.rpy	19	"[what]"
w0_d2_46e77213	mc	WAIT NOT ACTUALLY! PLEASE START!!!	game/scripts/orientation/w0_d2.rpy	21	mc "[what]"
w0_d2_12e5d15b		{i}As the car starts, you sign in relief and speed off.{/i}	game/scripts/orientation/w0_d2.rpy	23	"[what]"
w0_d2_7a5be798	mc	I don’t even know where I’m going. This city is all new to me!	game/scripts/orientation/w0_d2.rpy	24	mc "[what]"
w0_d2_50ba92a8	mc	I’m going to be so late...	game/scripts/orientation/w0_d2.rpy	25	mc "[what]"
w0_d2_f4eb3891		{i}You burst through the doors into an nearly empty auditorium, looking around frantically in search of someone.{/i}	game/scripts/orientation/w0_d2.rpy	29	"[what]"
w0_d2_2beac74c	mc	Oh look there’s somebody.	game/scripts/orientation/w0_d2.rpy	30	mc "[what]"
w0_d2_e419439a	mc	She looks old, I wonder if she is a professor...	game/scripts/orientation/w0_d2.rpy	31	mc "[what]"
w0_d2_17dff41f	mc	"Excuse me ma’am, I’m so sorry that I’m late."	game/scripts/orientation/w0_d2.rpy	33	mc "[what]"
w0_d2_86bbd5e4	mc	"I don’t know where to go or what to do."	game/scripts/orientation/w0_d2.rpy	34	mc "[what]"
w0_d2_853b9d26	mc	"My car wouldn't start and I had a family emergency, and I got lost, and..."	game/scripts/orientation/w0_d2.rpy	35	mc "[what]"
w0_d2_c38272e1	u	"Hey, it’s okay. It’s just orientation, calm down."	game/scripts/orientation/w0_d2.rpy	38	u "[what]"
w0_d2_4421fdec	mc	{i}Panicked{/i} "Yeah, but it’s my first day and I feel like I am already messing everything up."	game/scripts/orientation/w0_d2.rpy	41	mc "[what]"
w0_d2_6b36c70e	u	"Oh sweetie, don’t worry about it."	game/scripts/orientation/w0_d2.rpy	44	u "[what]"
w0_d2_57f94af8	u	"Every journey has its own pace; being late doesn’t mean you won’t reach your destination."	game/scripts/orientation/w0_d2.rpy	45	u "[what]"
w0_d2_bb441b76	mc	{i}Stunned{/i} "Huh, I guess you’re right."	game/scripts/orientation/w0_d2.rpy	49	mc "[what]"
w0_d2_1413469e	mc	"Well, what did I miss?"	game/scripts/orientation/w0_d2.rpy	50	mc "[what]"
w0_d2_c66f2230	u	"First, the dean came in and introduced himself to the students."	game/scripts/orientation/w0_d2.rpy	53	u "[what]"
w0_d2_a0618771	u	"He said that everyone here was admitted because they are hard working, responsible, smart..."	game/scripts/orientation/w0_d2.rpy	54	u "[what]"
w0_d2_4ec0fc1a	u	"...and punctual."	game/scripts/orientation/w0_d2.rpy	55	u "[what]"
w0_d2_36f45a13	mc	"Oh. Well that's just great."	game/scripts/orientation/w0_d2.rpy	58	mc "[what]"
w0_d2_1ef79bf6	u	"And then he dismissed them all to breakout rooms where their orientation groups met."	game/scripts/orientation/w0_d2.rpy	61	u "[what]"
w0_d2_8a8e3824	u	"You can check the list outside of the auditorium to see what room you’ll be in."	game/scripts/orientation/w0_d2.rpy	62	u "[what]"
w0_d2_6d8dfb90	mc	"Well how will I know where my room is? I don’t know anything about this school!"	game/scripts/orientation/w0_d2.rpy	65	mc "[what]"
w0_d2_670e97c6	u	"I’m not sure, but you seem smart. I bet you’ll figure it out."	game/scripts/orientation/w0_d2.rpy	68	u "[what]"
w0_d2_c522e8f8	u	"Anyway, I have to go."	game/scripts/orientation/w0_d2.rpy	69	u "[what]"
w0_d2_097d67d6	u	"It was nice to meet you."	game/scripts/orientation/w0_d2.rpy	70	u "[what]"
w0_d2_5eec7886	u	{i}Winks{/i}	game/scripts/orientation/w0_d2.rpy	73	u "[what]"
w0_d2_df3f8d50		{i}She turns around and leaves{/i}	game/scripts/orientation/w0_d2.rpy	74	"[what]"
w0_d2_409967cf	mc	{i}You shout, still flustered.{/i} "Thank you!!"	game/scripts/orientation/w0_d2.rpy	76	mc "[what]"
w0_d2_e89c3aa4	mc	"Man, I hope all of my professors are as nice as her!"	game/scripts/orientation/w0_d2.rpy	77	mc "[what]"
w0_d2_44ec591e	mc	"So, where am I supposed to go..."	game/scripts/orientation/w0_d2.rpy	78	mc "[what]"
w0_d2_2d3f11b5		{i}You find the list outside the room{/i}	game/scripts/orientation/w0_d2.rpy	79	"[what]"
w0_d2_c48f4725	mc	"Room 283. Now where is room 283..."	game/scripts/orientation/w0_d2.rpy	80	mc "[what]"
w0_d2_5e6ebd6a	mc	Jeez, everyone’s here already, where am I going to sit?	game/scripts/orientation/w0_d2.rpy	86	mc "[what]"
w0_d2_3451a60a	mc	Oh! There’s a seat! And the company isn’t that bad either...	game/scripts/orientation/w0_d2.rpy	87	mc "[what]"
w0_d2_b76e5d54		{i}You sit down at a table with 3 girls{/i}	game/scripts/orientation/w0_d2.rpy	88	"[what]"
w0_d2_5cb0c93f	mc	"Sorry I’m late, I got lost on the wa-"	game/scripts/orientation/w0_d2.rpy	89	mc "[what]"
w0_d2_87807605	c	"Shut up, did it ever occur to you that maybe everyone is quiet for a reason?"	game/scripts/orientation/w0_d2.rpy	95	c "[what]"
w0_d2_39f22fe5		{i}You obediently sit down, flustered{/i}	game/scripts/orientation/w0_d2.rpy	98	"[what]"
w0_d2_07a16566	bsl	"Alright, it looks like everyone is here."	game/scripts/orientation/w0_d2.rpy	99	bsl "[what]"
w0_d2_940ca967	bsl	"Go ahead and take some time to introduce yourself to those around you."	game/scripts/orientation/w0_d2.rpy	100	bsl "[what]"
w0_d2_948e3cb9	p	"Hi guys!"	game/scripts/orientation/w0_d2.rpy	107	p "[what]"
w0_d2_917dd9e1	p	"My name is Python, I just moved here from Logicburg."	game/scripts/orientation/w0_d2.rpy	109	p "[what]"
w0_d2_3543673e	p	"I’m a computer science major, but I don’t really have any experience…"	game/scripts/orientation/w0_d2.rpy	110	p "[what]"
w0_d2_888518fc	p	"I also really like playing tennis and reading books."	game/scripts/orientation/w0_d2.rpy	111	p "[what]"
w0_d2_6422bd9f	js	"Oh my gosh, that is so cool, Python!"	game/scripts/orientation/w0_d2.rpy	117	js "[what]"
w0_d2_4906b2b8	js	"I played varsity tennis in high school! My name's JavaScript. "	game/scripts/orientation/w0_d2.rpy	119	js "[what]"
w0_d2_55894903	js	"And I’m also a computer science major, that’s so cool. Slay!"	game/scripts/orientation/w0_d2.rpy	122	js "[what]"
w0_d2_a6323a88	js	"I probably want to focus on web development, but I don’t have much knowledge either..."	game/scripts/orientation/w0_d2.rpy	123	js "[what]"
w0_d2_5f2fcc21	c	"Well I do have a lot of experience, my name is C++."	game/scripts/orientation/w0_d2.rpy	129	c "[what]"
w0_d2_8aca755e	c	"I’m a computer science major with a focus in game development."	game/scripts/orientation/w0_d2.rpy	130	c "[what]"
w0_d2_a00cd608	c	"I did a lot of coding in high school so I’m probably a lot better than you guys."	game/scripts/orientation/w0_d2.rpy	131	c "[what]"
w0_d2_f730bdd7	c	"What about you?"	game/scripts/orientation/w0_d2.rpy	132	c "[what]"
w0_d2_LateReason_21906392	c	"Why were you so late?"	game/scripts/orientation/w0_d2.rpy	136	c "[what]" nointeract
w0_d2_LateReason_cae800bd	mc	"I was up really late last night and my phone died before I fell asleep, so I missed my alarm."	game/scripts/orientation/w0_d2.rpy	141	mc "[what]"
w0_d2_LateReason_edcef8c8	mc	"Then this morning, I got lost on the way here and struggled to find the room."	game/scripts/orientation/w0_d2.rpy	142	mc "[what]"
w0_d2_LateReason_8e567e87	mc	"It was a mess."	game/scripts/orientation/w0_d2.rpy	143	mc "[what]"
w0_d2_LateReason_9a2e33d5	mc	"So, I was about to get in my car this morning, when suddenly I heard a faint meow."	game/scripts/orientation/w0_d2.rpy	151	mc "[what]"
w0_d2_LateReason_b3f6a18a	mc	"Looking up, I was able to see a cat 20 feet up the tree."	game/scripts/orientation/w0_d2.rpy	152	mc "[what]"
w0_d2_LateReason_039b5b97	mc	"I had to help this cat get down, so I climbed the tree."	game/scripts/orientation/w0_d2.rpy	153	mc "[what]"
w0_d2_LateReason_d5feb1c4	mc	"I did back and biceps in the gym this morning, but luckily I wasn’t too sore."	game/scripts/orientation/w0_d2.rpy	154	mc "[what]"
w0_d2_LateReason_b0783364	mc	"When I got to the top I noticed that the cat wasn’t afraid of the fall, but instead of the vulture a few feet away from it."	game/scripts/orientation/w0_d2.rpy	155	mc "[what]"
w0_d2_LateReason_b2c870d2	mc	"And then, after I rescued the cat, I had to stop by a women’s right protest, for more rights of course, and that took up a lot of my time."	game/scripts/orientation/w0_d2.rpy	156	mc "[what]"
w0_d2_LateReason_aaf4dd93	mc	"I’m 6 foot by the way."	game/scripts/orientation/w0_d2.rpy	157	mc "[what]"
w0_d2_LateReason_8a1e1d1b	mc	"Anyway... my name is [mc]."	game/scripts/orientation/w0_d2.rpy	159	mc "[what]"
w0_d2_LateReason_9d9bf975	mc	"I’m also a computer science major, and I’m really excited to get my college experience started."	game/scripts/orientation/w0_d2.rpy	160	mc "[what]"
w0_d2_LateReason_206baeb2	mc	"Why do you guys want to do computer science?"	game/scripts/orientation/w0_d2.rpy	161	mc "[what]"
w0_d2_LateReason_4ea2289c	c	"My mom is a software developer for iClicker and my dad is a software engineer for MentiMeter, so you could say it’s in my blood."	game/scripts/orientation/w0_d2.rpy	166	c "[what]"
w0_d2_LateReason_40ece13e	c	"I have been coding for as long as I can remember."	game/scripts/orientation/w0_d2.rpy	167	c "[what]"
w0_d2_LateReason_c1442323	js	"Well aren’t you lucky."	game/scripts/orientation/w0_d2.rpy	172	js "[what]"
w0_d2_LateReason_d8a59ba6	js	"My mom is the worst person in the world, she is such a helicopter mom."	game/scripts/orientation/w0_d2.rpy	173	js "[what]"
w0_d2_LateReason_c1717daf	js	"She like, literally, never leaves me alone."	game/scripts/orientation/w0_d2.rpy	174	js "[what]"
w0_d2_LateReason_1026220e	js	"Even though I’m in college, she still won’t butt out of my life."	game/scripts/orientation/w0_d2.rpy	175	js "[what]"
w0_d2_LateReason_ff34b087	js	"She even wanted to come here with me..."	game/scripts/orientation/w0_d2.rpy	176	js "[what]"
w0_d2_LateReason_499db71d	p	"I mean at least you moved far away from home, right?"	game/scripts/orientation/w0_d2.rpy	183	p "[what]"
w0_d2_LateReason_b51fb459	js	"That’s just my problem! She’s here in Byteborough with me! UGH!!!"	game/scripts/orientation/w0_d2.rpy	189	js "[what]"
w0_d2_LateReason_41c84e0d	js	"Anyway, I’m in computer science because it’s so popular right now!"	game/scripts/orientation/w0_d2.rpy	190	js "[what]"
w0_d2_LateReason_c7e980a2	js	"I’m totally excited to meet new people and make a lot of friends!"	game/scripts/orientation/w0_d2.rpy	191	js "[what]"
w0_d2_LateReason_74c727df	js	"What about you, Python?"	game/scripts/orientation/w0_d2.rpy	192	js "[what]"
w0_d2_LateReason_a02a548d	p	"Well it’s nice that your mom loves you that much. But, I definitely get how that is."	game/scripts/orientation/w0_d2.rpy	200	p "[what]"
w0_d2_LateReason_6b006bb7	p	"I think computer science will be really important and I like learning new stuff."	game/scripts/orientation/w0_d2.rpy	201	p "[what]"
w0_d2_LateReason_b7905d73	p	"I’m not super passionate about a career in it, but I might be interested in A.I.."	game/scripts/orientation/w0_d2.rpy	202	p "[what]"
w0_d2_BreakoutResponse1_ec202894	mc	"Yeah, it is pretty annoying that your mom won’t leave you alone."	game/scripts/orientation/w0_d2.rpy	210	mc "[what]"
w0_d2_BreakoutResponse1_46474806	mc	"Parents can be so annoying."	game/scripts/orientation/w0_d2.rpy	211	mc "[what]"
w0_d2_BreakoutResponse1_25cb8900	mc	"I wish my mom had cared enough to come with me to orientation though."	game/scripts/orientation/w0_d2.rpy	212	mc "[what]"
w0_d2_BreakoutResponse1_d5aac2d2	js	"Well actually-"	game/scripts/orientation/w0_d2.rpy	215	js "[what]"
w0_d2_BreakoutResponse1_624e0eb7	mc	"Yeah I agree with Python, computer science definitely seems cool."	game/scripts/orientation/w0_d2.rpy	221	mc "[what]"
w0_d2_BreakoutResponse1_0bce36a0	mc	"I’m just like you, I don’t have much experience, but I’m excited to learn."	game/scripts/orientation/w0_d2.rpy	222	mc "[what]"
w0_d2_BreakoutResponse1_9c4cb243	mc	"And A.I. is a great field to make money in."	game/scripts/orientation/w0_d2.rpy	223	mc "[what]"
w0_d2_BreakoutResponse1_d88c4027	p	"I don’t care too much about the money, but it definitely won’t hurt!"	game/scripts/orientation/w0_d2.rpy	224	p "[what]"
w0_d2_BreakoutResponse1_f90a1401	mc	"I think it’s really cool that your parents work for those companies, C++."	game/scripts/orientation/w0_d2.rpy	228	mc "[what]"
w0_d2_BreakoutResponse1_13b61844	mc	"I’ve never heard of iClicker or Mentimeter."	game/scripts/orientation/w0_d2.rpy	229	mc "[what]"
w0_d2_BreakoutResponse1_28b2b440	mc	"I don’t know much when it comes to coding, but you sound really experienced."	game/scripts/orientation/w0_d2.rpy	230	mc "[what]"
w0_d2_BreakoutResponse1_c8947fb3	mc	"Maybe you could show me the ropes sometime...?"	game/scripts/orientation/w0_d2.rpy	231	mc "[what]"
w0_d2_BreakoutResponse1_13d8f9be	c	"Sure, if you can keep up..."	game/scripts/orientation/w0_d2.rpy	232	c "[what]"
w0_d2_BreakoutResponse1_83b870cf	bsl	"Alright now, we’re gonna start our guided tour of campus!"	game/scripts/orientation/w0_d2.rpy	234	bsl "[what]"
w0_d2_BreakoutResponse1_cd1780c6		{i}The group tours campus as the breakout session leader talks about random trivia{/i}	game/scripts/orientation/w0_d2.rpy	239	"[what]"
w0_d2_BreakoutResponse1_2198d3ec	bsl	"And if you look to your left you will see Half-A-Century Tower..."	game/scripts/orientation/w0_d2.rpy	240	bsl "[what]"
w0_d2_BreakoutResponse1_b64c7386	c	"Gosh, this is so boring."	game/scripts/orientation/w0_d2.rpy	241	c "[what]"
w0_d2_BreakoutResponse1_fc3fb6a0	c	"Who doesn’t know all of this stuff already?"	game/scripts/orientation/w0_d2.rpy	242	c "[what]"
w0_d2_BreakoutResponse1_df664b43	c	"I mean did anybody really come to this school without already taking a tour?"	game/scripts/orientation/w0_d2.rpy	243	c "[what]"
w0_d2_BreakoutResponse1_a0db3fe5	p	"I didn’t... so this is interesting! I’m really enjoying this tour."	game/scripts/orientation/w0_d2.rpy	244	p "[what]"
w0_d2_BreakoutResponse1_016d3f4d	p	"Like look at that cool statue over there."	game/scripts/orientation/w0_d2.rpy	248	p "[what]"
w0_d2_BreakoutResponse1_21cf2955	p	"Don’t you guys think he looks cool?"	game/scripts/orientation/w0_d2.rpy	249	p "[what]"
w0_d2_BreakoutResponse1_b56dc96f	c	"Oh? You think that’s cool?"	game/scripts/orientation/w0_d2.rpy	253	c "[what]"
w0_d2_BreakoutResponse1_0e9c2521	c	"That statue is actually Thomas ‘Firewall’ Jackson."	game/scripts/orientation/w0_d2.rpy	254	c "[what]"
w0_d2_BreakoutResponse1_793129f0	c	"He was a general in a huge war a while ago and the armies he commanded were basically impenetrable."	game/scripts/orientation/w0_d2.rpy	255	c "[what]"
w0_d2_BreakoutResponse1_ff417755	c	"But, he killed a lot of people..."	game/scripts/orientation/w0_d2.rpy	256	c "[what]"
w0_d2_BreakoutResponse1_b9066b5a	c	"You really think someone like that is cool??"	game/scripts/orientation/w0_d2.rpy	257	c "[what]"
w0_d2_BreakoutResponse1_6dc70ded	p	"Oh, well I didn’t realize that..."	game/scripts/orientation/w0_d2.rpy	264	p "[what]"
w0_d2_BreakoutResponse1_2f4c03e0	c	"Yeah, I wouldn’t expect someone like you to know basic history..."	game/scripts/orientation/w0_d2.rpy	268	c "[what]"
w0_d2_BreakoutResponse1_7d85b817	js	"Well I thought he was cool looking too, it was just an honest mistake."	game/scripts/orientation/w0_d2.rpy	270	js "[what]"
w0_d2_BreakoutResponse1_f13b4473	js	"There’s no need to be so aggressive, C++..."	game/scripts/orientation/w0_d2.rpy	271	js "[what]"
w0_d2_StatueChoice_69f1eff3	js	"Do you agree with what I’m saying, [mc], or are you on C++’s side?"	game/scripts/orientation/w0_d2.rpy	274	js "[what]" nointeract
w0_d2_AfterStatue_b2766e28	bsl	"Now we will be taking a break for lunch."	game/scripts/orientation/w0_d2.rpy	286	bsl "[what]"
w0_d2_AfterStatue_a977d83b	bsl	"The different food stations are located around the room."	game/scripts/orientation/w0_d2.rpy	292	bsl "[what]"
w0_d2_AfterStatue_0a1943fa	bsl	"We will be meeting back in Room 283 in one hour."	game/scripts/orientation/w0_d2.rpy	293	bsl "[what]"
w0_d2_AfterStatue_09065f2d	bsl	"Feel free to sit wherever you want."	game/scripts/orientation/w0_d2.rpy	294	bsl "[what]"
w0_d2_AfterStatue_2395d40f	mc	"Oh jeez, I was going to the bathroom and now everyone is already sitting with each other."	game/scripts/orientation/w0_d2.rpy	295	mc "[what]"
w0_d2_AfterStatue_21ed87ab	mc	"Where are the girls I was talking to earlier?"	game/scripts/orientation/w0_d2.rpy	296	mc "[what]"
w0_d2_AfterStatue_72cfc1de	mc	"I hope I didn’t hurt anyone’s feelings."	game/scripts/orientation/w0_d2.rpy	297	mc "[what]"
w0_d2_AfterStatue_41327640	mc	"I really don’t want to sit alone at orientation."	game/scripts/orientation/w0_d2.rpy	298	mc "[what]"
w0_d2_AfterStatue_4fc9e50d		{i}You see 2 tables. One is Python and C++, another is just JavaScript.{/i}	game/scripts/orientation/w0_d2.rpy	299	"[what]"
w0_d2_LunchChoice_1e00bd52	mc	"I wonder who I should sit with..."	game/scripts/orientation/w0_d2.rpy	302	mc "[what]" nointeract
w0_d2_AfterLunch_2ed24021	bsl	"Okay guys, lunch is over."	game/scripts/orientation/w0_d2.rpy	311	bsl "[what]"
w0_d2_AfterLunch_6ce1114c	bsl	"Everyone, make sure you get back to Room 283 in 10 minutes."	game/scripts/orientation/w0_d2.rpy	312	bsl "[what]"
w0_d2_AfterLunch_a39350fe	bsl	"Okay guys, we are now going to be playing a fun game to test your knowledge."	game/scripts/orientation/w0_d2.rpy	317	bsl "[what]"
